OBJECTID,OBJECTID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,26,1,0.001736111,28.42511559,28.42511559,0,28.42511559,0,28.42511559
2,33,1,0.001736111,29.84157372,29.84157372,0,29.84157372,0,29.84157372
3,54,1,0.001736111,29.53709602,29.53709602,0,29.53709602,0,29.53709602
4,65,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
5,66,1,0.001736111,29.71380615,29.71380615,0,29.71380615,0,29.71380615
6,76,1,0.001736111,29.37895775,29.37895775,0,29.37895775,0,29.37895775
7,98,1,0.001736111,29.33846855,29.33846855,0,29.33846855,0,29.33846855
8,100,1,0.001736111,28.43787956,28.43787956,0,28.43787956,0,28.43787956
9,112,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
10,113,1,0.001736111,29.5014267,29.5014267,0,29.5014267,0,29.5014267
11,114,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
12,115,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
13,116,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
14,117,1,0.001736111,29.12576485,29.12576485,0,29.12576485,0,29.12576485
15,124,1,0.001736111,27.85156059,27.85156059,0,27.85156059,0,27.85156059
16,129,1,0.001736111,27.79023361,27.79023361,0,27.79023361,0,27.79023361
17,130,1,0.001736111,27.86771965,27.86771965,0,27.86771965,0,27.86771965
18,139,1,0.001736111,27.89273453,27.89273453,0,27.89273453,0,27.89273453
19,140,1,0.001736111,27.89273453,27.89273453,0,27.89273453,0,27.89273453
20,141,1,0.001736111,27.89273453,27.89273453,0,27.89273453,0,27.89273453
21,178,1,0.001736111,29.03808022,29.03808022,0,29.03808022,0,29.03808022
22,190,1,0.001736111,29.36693192,29.36693192,0,29.36693192,0,29.36693192
23,191,1,0.001736111,27.90939903,27.90939903,0,27.90939903,0,27.90939903
24,206,1,0.001736111,27.75303841,27.75303841,0,27.75303841,0,27.75303841
25,212,1,0.001736111,29.39556885,29.39556885,0,29.39556885,0,29.39556885
26,213,1,0.001736111,27.15611839,27.15611839,0,27.15611839,0,27.15611839
27,216,1,0.001736111,28.01523781,28.01523781,0,28.01523781,0,28.01523781
28,219,1,0.001736111,27.64273834,27.64273834,0,27.64273834,0,27.64273834
29,227,1,0.001736111,27.88146973,27.88146973,0,27.88146973,0,27.88146973
30,229,1,0.001736111,27.89273453,27.89273453,0,27.89273453,0,27.89273453
