"","gbifID","class","order","family","genus","species","stateProvince","decimalLatitude","decimalLongitude","day","month","year"
"1",1839291159,"Amphibia","Anura","Ranidae","Lithobates","Lithobates sphenocephalus","Florida",30.03192,-84.62356,20,7,2013
"2",1324188914,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.24002,-81.72798,1,5,2014
"3",1324189091,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",27.82511,-82.26499,28,4,2014
"4",1324189003,"Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota","Florida",29.00776,-82.16228,4,8,2014
"5",1324191149,"Reptilia","Squamata","Colubridae","Pantherophis","Pantherophis alleghaniensis","Florida",29.588549,-82.349111,14,11,2015
"6",1324148131,"Reptilia","Squamata","Colubridae","Masticophis","Masticophis flagellum","Florida",26.8075,-82.27858,19,3,2012
"7",1324189264,"Reptilia","Squamata","Colubridae","Tantilla","Tantilla relicta","Florida",30.00667,-81.94701,14,10,2014
"8",1324189113,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus carinatus","Florida",26.13153,-80.13475,22,6,2014
"9",3332110301,"Reptilia","Squamata","Colubridae","Pantherophis","Pantherophis alleghaniensis","Florida",25.761307,-80.890026,16,7,2013
"10",1836013811,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes squirellus","Florida",28.62518,-80.9643,11,5,2012
"11",1324151331,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",24.76503,-80.94878,16,5,2013
"12",1324146940,"Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Florida",26.67854,-80.15301,11,5,2011
"13",1324147098,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.46243,-80.12545,20,8,2011
"14",1324147066,"Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina","Florida",26.68203,-81.80622,31,8,2010
"15",1839291201,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia fasciata","Florida",26.84281,-80.31901,9,5,2013
"16",1324188778,"Reptilia","Squamata","Agamidae","Leiolepis","Leiolepis rubritaeniata","Florida",26.96545,-82.06698,12,7,2014
"17",1835184352,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes cinereus","Florida",29.7482,-84.85469,16,7,2011
"18",1324190095,"Reptilia","Crocodylia","Alligatoridae","Alligator","Alligator mississippiensis","Florida",25.76085,-80.62547,6,5,2015
"19",1324192308,"Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia","Florida",28.05624,-81.73462,30,6,2016
"20",1835184353,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes cinereus","Florida",29.64161,-85.13737,17,1,2011
"21",1324153752,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",29.694537,-82.354558,24,3,2014
"22",1324152947,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.30393,-80.48847,26,11,2013
"23",1835184441,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris feriarum","Florida",30.19702,-85.07587,12,3,2010
"24",1324192102,"Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus quercicus","Florida",26.727992,-80.252662,9,7,2011
"25",1324147071,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",26.08173,-80.1125,20,5,2010
"26",1324150488,"Reptilia","Squamata","Viperidae","Crotalus","Crotalus adamanteus","Florida",30.41219,-85.88333,8,11,2012
"27",1324189454,"Reptilia","Testudines","Emydidae","Trachemys","Trachemys scripta","Florida",29.32288,-83.131272,5,8,2011
"28",1324147299,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",25.43917,-80.48185,11,10,2011
"29",1324150925,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",25.61244,-80.43473,26,2,2013
"30",1324148471,"Reptilia","Squamata","Agamidae","Agama","Agama picticauda","Florida",27.10349,-80.26627,18,5,2012
"31",1324147437,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.76207,-80.74452,11,12,2011
"32",1324152133,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",25.52899,-80.47141,24,8,2013
"33",1324153604,"Reptilia","Squamata","Teiidae","Ameiva","Ameiva ameiva","Florida",24.76465,-80.95787,5,3,2014
"34",1324151178,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",26.21188,-81.46206,6,4,2013
"35",1324153075,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",29.53235,-81.22441,16,9,2013
"36",1324147845,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus schreibersii","Florida",25.540744,-80.420585,14,10,2011
"37",1324147236,"Reptilia","Squamata","Colubridae","Ahaetulla",NA,"Florida",26.04591,-80.21976,19,6,2011
"38",1324149886,"Reptilia","Squamata","Teiidae","Dracaena","Dracaena guianensis","Florida",26.97506,-81.89095,7,4,2012
"39",1324147909,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",24.66007,-81.47903,14,1,2010
"40",1324152225,"Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia","Florida",26.94245,-82.37181,6,9,2013
"41",1324153636,"Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus",NA,"Florida",24.58106,-81.74445,7,3,2014
"42",1324190089,"Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis getula","Florida",30.562645,-87.024105,20,4,2015
"43",1324191403,"Reptilia","Squamata","Colubridae","Tantilla","Tantilla relicta","Florida",28.12313,-81.54769,2,2,2016
"44",1324189123,"Amphibia","Anura","Ranidae","Lithobates","Lithobates sphenocephalus","Florida",29.77615,-83.57445,30,4,2014
"45",1324190493,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia clarkii","Florida",30.51789,-87.00791,19,3,2015
"46",1324147820,"Amphibia","Caudata","Salamandridae","Notophthalmus","Notophthalmus viridescens","Florida",26.80832,-80.19691,6,2,2012
"47",1324150967,"Reptilia","Crocodylia","Alligatoridae","Caiman","Caiman crocodilus","Florida",25.5182,-80.34729,5,3,2013
"48",1324139208,"Reptilia","Squamata","Boidae","Boa","Boa constrictor","Florida",25.75235,-80.45051,12,1,2010
"49",1324151337,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",24.76503,-80.94878,16,5,2013
"50",1324146851,"Reptilia","Squamata","Colubridae","Pantherophis","Pantherophis alleghaniensis","Florida",29.649304,-82.385082,31,5,2011
"51",1324152968,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.46322,-80.36732,14,11,2013
"52",1324150617,"Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","Sphaerodactylus notatus","Florida",24.62033,-81.53224,14,2,2013
"53",1324151109,"Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Florida",25.47783,-80.39919,25,1,2012
"54",1324191404,"Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor","Florida",28.13034,-82.68421,30,1,2016
"55",1324190553,"Reptilia","Squamata","Rhineuridae","Rhineura","Rhineura floridana","Florida",29.489297,-82.935586,8,7,2015
"56",1324190783,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",29.653832,-82.354861,31,8,2015
"57",1836013649,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes squirellus","Florida",29.90961,-85.17422,16,7,2011
"58",1324153612,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",24.673792,-81.387878,7,3,2014
"59",3746849314,"Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor","Florida",29.12706,-83.03262,10,3,2015
"60",1324189066,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",27.79662,-82.18426,17,4,2014
"61",1324139528,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.84676,-80.93366,7,5,2010
"62",1324139104,"Amphibia","Caudata","Plethodontidae","Eurycea","Eurycea guttolineata","Florida",30.52511,-84.96983,11,3,2010
"63",1324153652,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.06078,-80.16569,20,2,2014
"64",1324151450,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",26.06033,-81.72798,24,5,2013
"65",1324153342,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.04591,-80.21976,9,2,2014
"66",1324147808,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.76208,-80.73478,22,1,2012
"67",1837124895,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes cinereus","Florida",30.14431,-85.14436,30,7,2012
"68",1324192242,"Reptilia","Squamata","Colubridae","Tantilla","Tantilla coronata","Florida",29.852273,-84.691209,30,3,2014
"69",1324191845,"Reptilia","Squamata","Viperidae","Agkistrodon","Agkistrodon piscivorus","Florida",28.78565,-81.438052,12,11,2016
"70",1324152183,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis sagrei","Florida",26.94245,-82.37181,7,9,2013
"71",1324192246,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia taxispilota","Florida",26.704936,-80.228393,28,5,2012
"72",1324151024,"Reptilia","Testudines","Emydidae","Pseudemys","Pseudemys concinna","Florida",25.9168,-81.3792,14,6,2010
"73",1324147841,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.35974,-80.56594,11,2,2012
"74",1324189014,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.63998,-80.5762,17,4,2014
"75",1324150254,"Reptilia","Squamata","Elapidae","Micrurus","Micrurus fulvius","Florida",30.0972,-84.6293,27,10,2012
"76",1324153563,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis distichus","Florida",24.65515,-81.279202,5,3,2014
"77",1324152601,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",29.62424,-82.36902,1,6,2013
"78",1324152990,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",26.0939,-80.84253,17,12,2013
"79",1324151121,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.89037,-80.13002,29,4,2013
"80",1324153773,"Reptilia","Squamata","Boidae","Boa","Boa constrictor","Florida",25.61108,-80.30691,13,8,2013
"81",1324191765,"Reptilia","Squamata","Colubridae","Farancia","Farancia abacura","Florida",29.435588,-81.724245,30,4,2016
"82",1324191740,"Reptilia","Squamata","Gekkonidae","Gekko","Gekko badenii","Florida",26.04591,-80.21976,16,11,2015
"83",1324149779,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",25.63302,-80.40539,9,8,2012
"84",1324147915,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",27.71589,-82.66476,18,3,2012
"85",1324188621,"Amphibia","Anura","Microhylidae","Gastrophryne","Gastrophryne carolinensis","Florida",28.13034,-82.68421,25,5,2014
"86",1324151345,"Reptilia","Squamata","Gekkonidae","Phelsuma","Phelsuma grandis","Florida",24.70681,-81.09737,17,5,2013
"87",1324149377,"Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Florida",26.67992,-80.19743,28,7,2012
"88",1324151290,"Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma talpoideum","Florida",30.3891,-84.6221,12,5,2013
"89",1839291425,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia fasciata","Florida",26.33598,-80.53898,10,8,2013
"90",1324151002,"Reptilia","Testudines","Emydidae","Pseudemys","Pseudemys concinna","Florida",25.9168,-81.3792,14,6,2010
"91",1324151552,"Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis saurita","Florida",29.72451,-82.38878,4,6,2013
"92",1324151329,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",24.67873,-81.39251,17,5,2013
"93",1324139724,"Amphibia","Anura","Ranidae","Lithobates","Lithobates sphenocephalus","Florida",30.47133,-85.58586,27,6,2010
"94",1835184358,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris feriarum","Florida",30.31265,-84.82891,21,1,2010
"95",1416594640,"Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo calyptratus","Florida",26.708665,-81.567405,11,11,2016
"96",3412274301,"Reptilia","Squamata","Typhlopidae","Indotyphlops","Indotyphlops braminus","Florida",25.857287,-81.033264,11,4,2014
"97",1324143863,"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus planirostris","Florida",29.694537,-82.354558,9,11,2010
"98",1324152163,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",28.83754,-81.68098,28,8,2013
"99",1324190577,"Reptilia","Squamata","Typhlopidae","Indotyphlops","Indotyphlops braminus","Florida",29.858824,-84.683492,25,7,2015
"100",1836013684,"Amphibia","Anura","Ranidae","Lithobates","Lithobates sphenocephalus","Florida",26.38751,-81.37415,8,5,2012
"101",1324139040,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.35727,-80.34606,20,1,2010
"102",1324149382,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",27.82176,-82.26828,2,8,2012
"103",1324141073,"Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola annularis","Florida",26.682617,-81.80215,3,8,2010
"104",1324150795,"Reptilia","Testudines","Chelydridae","Macrochelys","Macrochelys temminckii","Florida",30.77593,-87.33948,27,7,2012
"105",1324189129,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.76594,-80.67364,10,7,2014
"106",1324191279,"Reptilia","Squamata","Viperidae","Sistrurus","Sistrurus miliarius","Florida",27.199663,-82.345246,9,8,2014
"107",1416594643,"Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo calyptratus","Florida",26.702186,-81.558458,11,11,2016
"108",1324147373,"Reptilia","Squamata","Typhlopidae","Indotyphlops","Indotyphlops braminus","Florida",29.63463,-82.37065,13,4,2011
"109",1324189492,"Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","Sphaerodactylus elegans","Florida",25.46971,-80.47752,18,12,2014
"110",1324151465,"Reptilia","Squamata","Gekkonidae","Gekko","Gekko gecko","Florida",26.47263,-81.81088,23,5,2013
"111",1835184519,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris feriarum","Florida",30.06769,-85.02889,11,3,2010
"112",1836013882,"Reptilia","Squamata","Elapidae","Micrurus","Micrurus fulvius","Florida",29.855667,-82.516028,20,10,2013
"113",1324139693,"Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus turcicus","Florida",30.41124,-86.48075,15,6,2010
"114",1324151309,"Reptilia","Squamata","Gekkonidae","Phelsuma","Phelsuma grandis","Florida",24.76503,-80.94878,16,5,2013
"115",1324189255,"Reptilia","Squamata","Iguanidae","Ctenosaura","Ctenosaura similis","Florida",26.066197,-80.208864,26,9,2014
"116",1324139005,"Amphibia","Caudata","Salamandridae","Paramesotriton","Paramesotriton labiatus","Florida",26.04591,-80.21976,2,2,2010
"117",1324147427,"Reptilia","Squamata","Chamaeleonidae","Furcifer","Furcifer oustaleti","Florida",25.42931,-80.50948,30,11,2011
"118",1324141358,"Amphibia","Caudata","Sirenidae","Pseudobranchus","Pseudobranchus axanthus","Florida",29.60266,-82.30288,3,9,2010
"119",1324153382,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris ornata","Florida",30.00445,-81.94615,20,2,2014
"120",1324153648,"Reptilia","Squamata","Rhineuridae","Rhineura","Rhineura floridana","Florida",28.9619,-81.2369,24,3,2013
"121",1324146942,"Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Florida",26.67037,-80.07224,22,6,2011
"122",1324150673,"Amphibia","Anura","Scaphiopodidae","Scaphiopus","Scaphiopus holbrookii","Florida",28.13034,-82.68421,8,2,2013
"123",1324151922,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",25.4834,-80.47028,12,7,2013
"124",3746849319,"Reptilia","Squamata","Viperidae","Crotalus","Crotalus adamanteus","Florida",25.908411,-81.310785,30,1,2013
"125",1324189150,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.26592,-81.80805,4,7,2014
"126",1324151895,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes avivoca","Florida",30.7481,-86.6266,18,7,2013
"127",1324151931,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",25.60041,-80.3377,6,6,2013
"128",1839291573,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes cinereus","Florida",30.386,-84.97434,23,7,2014
"129",1324153610,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus carinatus","Florida",24.673792,-81.387878,6,3,2014
"130",1585354929,"Reptilia","Squamata","Viperidae","Crotalus","Crotalus horridus","Florida",30.21338,-82.410576,26,8,2016
"131",1324148118,"Reptilia","Squamata","Rhineuridae","Rhineura","Rhineura floridana","Florida",29.6499,-82.2427,13,3,2012
"132",1324191382,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",25.9514,-81.36035,28,3,2012
"133",1324149001,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus carinatus","Florida",24.92474,-80.62735,1,7,2012
"134",1324151777,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia fasciata","Florida",28.13224,-82.68654,28,6,2013
"135",1324192137,"Amphibia","Caudata","Sirenidae","Siren","Siren lacertina","Florida",29.645244,-82.349566,3,8,2016
"136",1324147313,"Reptilia","Testudines","Kinosternidae","Kinosternon","Kinosternon baurii","Florida",29.6459,-82.2414,4,4,2010
"137",1324147278,"Reptilia","Squamata","Varanidae","Varanus","Varanus exanthematicus","Florida",28.70867,-81.34365,5,9,2011
"138",1324149398,"Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo calyptratus","Florida",25.40751,-80.52229,6,12,2011
"139",1835184540,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes squirellus","Florida",29.7482,-84.85469,16,7,2011
"140",1324189350,"Reptilia","Squamata","Anguidae","Ophisaurus","Ophisaurus ventralis","Florida",29.588549,-82.349111,18,10,2014
"141",1324139230,"Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis quinquetaeniata","Florida",27.290982,-80.366304,4,4,2010
"142",1324188522,"Reptilia","Squamata","Iguanidae","Ctenosaura","Ctenosaura similis","Florida",26.9623,-82.3527,21,6,2013
"143",1324151079,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",25.3962,-80.50124,7,4,2013
"144",1324146923,"Reptilia","Squamata","Iguanidae","Ctenosaura","Ctenosaura similis","Florida",26.11043,-80.15185,13,5,2011
"145",1324151325,"Reptilia","Squamata","Gekkonidae","Phelsuma","Phelsuma grandis","Florida",24.675516,-81.394231,17,5,2013
"146",1324151220,"Reptilia","Squamata","Colubridae","Opheodrys","Opheodrys aestivus","Florida",25.25649,-80.31342,27,10,2012
"147",1324146766,"Reptilia","Squamata","Colubridae","Pantherophis","Pantherophis guttatus","Florida",25.38835,-80.5659,21,10,2010
"148",1324150958,"Reptilia","Squamata","Boidae","Boa","Boa constrictor","Florida",27.2235,-81.80733,27,3,2013
"149",1324147188,"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","Eleutherodactylus planirostris","Florida",30.3784,-86.30666,26,6,2010
"150",1835184365,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris feriarum","Florida",30.31265,-84.82891,21,1,2010
"151",1837125109,"Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus terrestris","Florida",30.13709,-85.15129,30,7,2012
"152",1324147196,"Reptilia","Squamata","Typhlopidae","Indotyphlops","Indotyphlops braminus","Florida",30.30842,-81.71126,18,9,2011
"153",1324190832,"Reptilia","Squamata","Colubridae","Liodytes","Liodytes alleni","Florida",30.242757,-82.423608,11,9,2015
"154",1343303282,"Reptilia","Squamata","Agamidae","Agama","Agama picticauda","Florida",27.289166,-80.36475,12,11,2016
"155",1324148389,"Reptilia","Squamata","Teiidae","Ameiva","Ameiva praesignis","Florida",25.673667,-80.1575,1,5,2012
"156",1324147149,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.76225,-80.68392,6,2,2010
"157",1324147031,"Reptilia","Squamata","Teiidae","Ameiva","Ameiva ameiva","Florida",26.26758,-81.73889,12,1,2010
"158",1324152278,"Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo calyptratus","Florida",26.59461,-81.9644,24,9,2013
"159",1324152945,"Reptilia","Testudines","Trionychidae","Apalone","Apalone spinifera","Florida",25.757,-80.3754,20,11,2013
"160",1324153406,"Reptilia","Testudines","Emydidae","Pseudemys","Pseudemys nelsoni","Florida",29.969217,-82.760688,22,2,2014
"161",1324152245,"Reptilia","Testudines","Emydidae","Malaclemys","Malaclemys terrapin","Florida",28.345911,-80.616,21,7,2013
"162",1324146982,"Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Florida",26.67856,-80.15337,11,5,2011
"163",1324151404,"Reptilia","Crocodylia","Alligatoridae","Alligator","Alligator mississippiensis","Florida",29.87322,-84.58491,18,4,2013
"164",1324151679,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",25.4294,-80.54189,17,6,2013
"165",1324144534,"Reptilia","Squamata","Chamaeleonidae","Furcifer","Furcifer oustaleti","Florida",25.42934,-80.50656,22,11,2010
"166",1324147073,"Reptilia","Squamata","Varanidae","Varanus","Varanus exanthematicus","Florida",27.30976,-82.43555,20,8,2011
"167",1324151925,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis equestris","Florida",26.23832,-81.76789,16,7,2013
"168",1324149866,"Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina","Florida",28.2969,-82.67807,21,8,2012
"169",1324153328,"Reptilia","Testudines","Emydidae","Pseudemys","Pseudemys concinna","Florida",27.877056,-82.313111,5,1,2014
"170",1324149863,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus carinatus","Florida",26.96859,-81.11792,1,8,2012
"171",1324151936,"Reptilia","Squamata","Chamaeleonidae","Furcifer","Furcifer oustaleti","Florida",25.4331,-80.51182,8,7,2013
"172",1324150452,"Reptilia","Squamata","Colubridae","Opheodrys","Opheodrys aestivus","Florida",30.6708,-87.351,19,7,2012
"173",1324150945,"Reptilia","Crocodylia","Alligatoridae","Caiman","Caiman crocodilus","Florida",25.5182,-80.34729,5,3,2013
"174",1324147449,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",24.71857,-81.02234,12,11,2011
"175",1324151067,"Reptilia","Squamata","Agamidae","Agama","Agama picticauda","Florida",27.21527,-80.2571,3,4,2013
"176",1324153624,"Reptilia","Squamata","Dactyloidae","Anolis","Anolis sagrei","Florida",24.673792,-81.387878,7,3,2014
"177",1324147898,"Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota","Florida",26.16486,-80.30559,21,3,2012
"178",1324151270,"Reptilia","Crocodylia","Alligatoridae","Caiman","Caiman crocodilus","Florida",25.48683,-80.40759,16,6,2010
"179",1324151845,"Reptilia","Squamata","Viperidae","Crotalus","Crotalus adamanteus","Florida",29.6089,-82.3034,28,6,2013
"180",1324150957,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",30.41985,-87.27633,18,3,2013
"181",1324150737,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.36223,-80.49292,13,1,2013
"182",1324150459,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.40788,-80.52394,27,10,2012
"183",1324147428,"Reptilia","Squamata","Chamaeleonidae","Furcifer","Furcifer oustaleti","Florida",25.42931,-80.50948,30,11,2011
"184",1324147130,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.34771,-80.49277,10,12,2010
"185",1324144559,"Amphibia","Caudata","Amphiumidae","Amphiuma","Amphiuma tridactylum","Florida",26.04591,-80.21976,8,10,2010
"186",1324149994,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.76148,-80.76644,20,9,2012
"187",1324150462,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",30.38122,-81.65359,27,10,2012
"188",1324149826,"Reptilia","Testudines","Emydidae","Trachemys","Trachemys scripta","Florida",24.65262,-81.43876,15,8,2012
"189",1324151691,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",26.07901,-80.285,20,6,2013
"190",1324139624,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",28.86599,-81.75308,6,6,2010
"191",1324152710,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.61019,-80.57515,19,9,2013
"192",1324150790,"Reptilia","Testudines","Chelydridae","Macrochelys","Macrochelys suwanniensis","Florida",29.79172,-82.92405,20,7,2012
"193",1324151932,"Reptilia","Squamata","Chamaeleonidae","Furcifer","Furcifer pardalis","Florida",26.31881,-80.18952,10,7,2013
"194",1324151110,"Reptilia","Squamata","Viperidae","Crotalus","Crotalus adamanteus","Florida",29.68416,-85.36654,22,4,2013
"195",1324153365,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.78071,-80.84766,12,2,2014
"196",1324153724,"Amphibia","Anura","Hylidae","Osteopilus","Osteopilus septentrionalis","Florida",29.85659,-81.34243,23,11,2013
"197",1324147300,"Reptilia","Squamata","Anguidae","Ophisaurus","Ophisaurus mimicus","Florida",30.42599,-86.76495,28,10,2011
"198",1324150963,"Reptilia","Squamata","Pythonidae","Python","Python bivittatus","Florida",25.36885,-80.37587,9,3,2013
"199",1324149298,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",25.37467,-80.48476,26,6,2012
"200",1324151279,"Reptilia","Squamata","Leiocephalidae","Leiocephalus","Leiocephalus carinatus","Florida",24.673792,-81.387878,18,5,2013
"201",1324146880,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",28.56387,-81.23694,10,7,2011
"202",1324146913,"Reptilia","Squamata","Teiidae","Salvator","Salvator merianae","Florida",27.7406,-82.368,13,4,2011
"203",1324151360,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",24.76537,-80.95713,16,5,2013
"204",1324150026,"Reptilia","Squamata","Gekkonidae","Gekko","Gekko gecko","Florida",25.12072,-80.41615,27,8,2012
"205",1324147042,"Reptilia","Squamata","Iguanidae","Iguana","Iguana iguana","Florida",26.75757,-80.91843,28,2,2011
"206",1324153015,"Reptilia","Squamata","Colubridae","Liodytes","Liodytes pygaea","Florida",30.43486,-83.52651,31,10,2013
"207",1324140525,"Reptilia","Squamata","Pythonidae","Python","Python regius","Florida",26.348953,-80.137864,24,7,2010
"208",1324152145,"Reptilia","Squamata","Iguanidae","Ctenosaura","Ctenosaura similis","Florida",26.03489,-80.24388,3,9,2013
"209",1324189006,"Reptilia","Squamata","Anguidae","Ophisaurus","Ophisaurus ventralis","Florida",27.257927,-80.864575,8,8,2014
"210",1839291693,"Reptilia","Squamata","Colubridae","Nerodia","Nerodia fasciata","Florida",28.42713,-81.44983,19,12,2012
"211",1324192220,"Amphibia","Caudata","Sirenidae","Siren","Siren intermedia","Florida",29.29811,-82.82033,9,8,2016
"212",1324190828,"Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus turcicus","Florida",29.096429,-83.065277,19,10,2014
"213",1835184564,"Amphibia","Anura","Hylidae","Pseudacris","Pseudacris nigrita","Florida",30.07782,-85.0336,16,1,2010
"214",1835184560,"Amphibia","Anura","Hylidae","Dryophytes","Dryophytes squirellus","Florida",29.76581,-84.88058,22,4,2011
"215",1835184556,"Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus terrestris","Florida",29.66427,-84.8662,5,3,2011
